sample,fastq_1,fastq_2,fastq_barcode,fastq_1_md5,fastq_2_md5,fastq_barcode_md5
ERR10889056,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10889056/ERR10889056_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10889056/ERR10889056_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10889056/ERR10889056.fastq.gz,d5dca9632c6ded546975cdbd13dd075e,7d85056ce09df3499f286ca37ac91094,b226b001d2037d8a96dfe7f27fed5eed
ERR10889147,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10889147/ERR10889147_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10889147/ERR10889147_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10889147/ERR10889147.fastq.gz,c20f3b841277042f5ffb530b0c6c2341,15f1523cb6d0335554e25a7dd8e5ac9f,af00820e0fa19701f1c5fb503de53fde
ERR10889152,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889152/ERR10889152_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889152/ERR10889152_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889152/ERR10889152.fastq.gz,d4d6bdc4f4f9a032eb881b890995ff4e,57e503c8d14fb5ae871a815b18655945,9fb53553e719ad7b3cfa92eb4fc477f4
ERR10889180,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/080/ERR10889180/ERR10889180_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/080/ERR10889180/ERR10889180_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/080/ERR10889180/ERR10889180.fastq.gz,600eee0891a6c37b3a91cd8841abcf31,60de983c7988acc9572b38f4fcdd4803,5e1f3dda2868974f823fa6ad57e1316d
ERR10889194,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/094/ERR10889194/ERR10889194_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/094/ERR10889194/ERR10889194_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/094/ERR10889194/ERR10889194.fastq.gz,3f3d91e523d40855fdda15eb657e752f,66e02042d5ebcdaee785eae758f94b09,7011d914fd86873777b51c80908e3e9d
ERR10889205,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10889205/ERR10889205_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10889205/ERR10889205_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10889205/ERR10889205.fastq.gz,83613cd244c81aa97e6f42cbfb345208,f291db4e1f8711819c6713a293806dd2,681ff37f2fcdf99f9291bb8bfd87d61e
ERR10889208,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10889208/ERR10889208_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10889208/ERR10889208_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10889208/ERR10889208.fastq.gz,71fb74f3cde3b437ad5350b6b238eefd,978727ea4e86a971979c919dd5a8ce14,e1de59f4bfe5bcf7d5e74b583c242a15
ERR10889211,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10889211/ERR10889211_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10889211/ERR10889211_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10889211/ERR10889211.fastq.gz,bb662223e2854e3299758d38a3382ec8,77543f5ea1e91bff3e5e9993b5000ba4,aa34735e91cb474ac7b296f8fde64783
ERR10889215,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889215/ERR10889215_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889215/ERR10889215_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889215/ERR10889215.fastq.gz,e6009932fedcafab1cfe208a850fb843,942ace3cc3a437404f46878d60c1016e,9200c0860994732741e346c7a8a4fe5b
ERR10889219,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10889219/ERR10889219_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10889219/ERR10889219_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10889219/ERR10889219.fastq.gz,bbc07021582b9cdbda39d617428da9f7,6afc25c38b624ad0e655639323f232df,ae2c9f42c0434b15014a161176062402
ERR10889220,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10889220/ERR10889220_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10889220/ERR10889220_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10889220/ERR10889220.fastq.gz,59a7e46f130a4eae5602eeb0e85df25c,c2d6acafcf68e054d79c9aafc2e3824c,5fceab273d2e9bc2653c801d3da911d9
ERR10889224,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10889224/ERR10889224_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10889224/ERR10889224_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10889224/ERR10889224.fastq.gz,93a72891335e0912ee4eb47d640e9374,9b9aaab53d0fc3d6d69eb8b814a23380,25ac1515b187cfd035a6771c63829d84
ERR10889232,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889232/ERR10889232_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889232/ERR10889232_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889232/ERR10889232.fastq.gz,a2ef2e227c6cd0e343dc695dcb7adae0,0dc748574eb2e4984f36345dbb1b8376,531d0631392bab29fdaaae616ef959cb
ERR10889237,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10889237/ERR10889237_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10889237/ERR10889237_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10889237/ERR10889237.fastq.gz,59775cb5b8c03a35a31a8c269ed5cbaa,728094a92f05570c23990a33a4e0624e,7a5fef767b85f71ad7fe6c47a7363bb9
ERR10889244,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10889244/ERR10889244_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10889244/ERR10889244_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10889244/ERR10889244.fastq.gz,678a65015aea9cf56d5b23f9cab240e0,f3986700ec65f3f95c19fe2afdbb09b9,2c08d0d364dea1eeb049688458c97f58
ERR10889246,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10889246/ERR10889246_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10889246/ERR10889246_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10889246/ERR10889246.fastq.gz,004b7172275c8425955504456abf2b9c,07f32423e5d7edfcf37cca62cb82883c,057522f947e25df5031d7010e8984fe0
ERR10889259,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/059/ERR10889259/ERR10889259_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/059/ERR10889259/ERR10889259_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/059/ERR10889259/ERR10889259.fastq.gz,462443f88bd378946c7f5266bbd54a67,dee6c742bfc10ca5b9c41dc02d2cd671,b9d2fcbcc49788e35d9c17cd2f9614c1
ERR10889260,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10889260/ERR10889260_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10889260/ERR10889260_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10889260/ERR10889260.fastq.gz,44e31d9111e9ea4bd43083aefdf7f215,01f010610905b066f6fafb835cc61727,6cca30de78cb677763314232f6700bd7
ERR10889265,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/065/ERR10889265/ERR10889265_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/065/ERR10889265/ERR10889265_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/065/ERR10889265/ERR10889265.fastq.gz,4622b05e3cf091f219facb71e2a1d511,a32d69fa3b3de1af382ad72999ef55fa,4f2f584b9cd6f5b8061beaf5d45a66fc
ERR10889281,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/081/ERR10889281/ERR10889281_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/081/ERR10889281/ERR10889281_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/081/ERR10889281/ERR10889281.fastq.gz,6122f69032a633e5675efb1d29b46c74,eb891d424d1dd9c934c665eacd2f198d,46f53bb38707ff2af95e77bd5318ca21
ERR10889296,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10889296/ERR10889296_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10889296/ERR10889296_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10889296/ERR10889296.fastq.gz,6053f1b4d19efa74dc4758e8262170e2,c224c0c5c7b455297902ee3ffc58dab1,276d58759494eb100f18176d2436dd5f
ERR10889297,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10889297/ERR10889297_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10889297/ERR10889297_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10889297/ERR10889297.fastq.gz,4082c962cd40b1848ef229a0a3405d07,5ffa4bbf5736b27e8d16b751b3c2d9fb,135db71ce45f8f6986943f7562096ff0
ERR10889299,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/099/ERR10889299/ERR10889299_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/099/ERR10889299/ERR10889299_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/099/ERR10889299/ERR10889299.fastq.gz,dcc7a391f1dca7bfce01f194369fe5ef,df235bdb149afb772efb0c141b92d1bd,810381ead238ac1ed5e13ba68b8e7abb
ERR10889301,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR10889301/ERR10889301_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR10889301/ERR10889301_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR10889301/ERR10889301.fastq.gz,824da62f175a8acbcef67e999af1998f,abdafcff12297cb61c2a67a42ec22c77,283759c0e114b58723133ddb1dfcb4f5
ERR10889302,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10889302/ERR10889302_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10889302/ERR10889302_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10889302/ERR10889302.fastq.gz,eacad1c6a797a10f1f3e7de4b4a85670,bd4b74fc0a3c46444a41857b6ae1cd3c,4f30a3d8f5d90acb344a3eb224a3dc52
ERR10889308,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10889308/ERR10889308_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10889308/ERR10889308_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10889308/ERR10889308.fastq.gz,407ae2f396db074b2f3513a5a5675647,8e9334e70c1200698dd3a3cc9dd9bad1,060b5fe09111206e1ff975ec5909bc86
ERR10889315,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889315/ERR10889315_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889315/ERR10889315_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889315/ERR10889315.fastq.gz,02ba177220f59dd97e7c849bbb5dd664,d2b0cb314be112d1f1be0c4c372fbd25,ccdee3b86b77db4283b276bf326a2594
ERR10889322,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/022/ERR10889322/ERR10889322_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/022/ERR10889322/ERR10889322_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/022/ERR10889322/ERR10889322.fastq.gz,f665484f4bc4a947eb66cd7cef53894b,3b5efae92d4a7293345e86b420d7bfee,81e9253f4ef9d47b9895c95139247ab3
ERR10889325,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10889325/ERR10889325_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10889325/ERR10889325_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10889325/ERR10889325.fastq.gz,2318c29be26500b94c3ddd095f7cfbd6,ce0bd422229a84325c1d26caee2a20ff,9700e52934593882d20a6c84d1540190
ERR10889327,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10889327/ERR10889327_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10889327/ERR10889327_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10889327/ERR10889327.fastq.gz,7bf3a905b0201e57b41d16cdda00a2a9,651c8cafa9e3677412f7ff4328ab5252,8c56c62d83c48d3516334a85b71bb4e2
ERR10889330,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/030/ERR10889330/ERR10889330_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/030/ERR10889330/ERR10889330_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/030/ERR10889330/ERR10889330.fastq.gz,f18c264aab8cdc0ea4ddbdb4be545874,204c47fe51ff37cd76083541c41c11db,20ecaad480c84c4df0156e39b19ff2b0
ERR10889332,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889332/ERR10889332_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889332/ERR10889332_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889332/ERR10889332.fastq.gz,a50cf520a360b094fe2a219a4d359652,6c3f42da4d014d298e1070f43a1ee520,9a93632d92e0d0cc1e62fb869dc53eab
ERR10889336,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10889336/ERR10889336_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10889336/ERR10889336_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10889336/ERR10889336.fastq.gz,3f7380940e30bfec57a9d15914072736,a443d8f1fa14ef5ae30a4be37f2552a5,b8bfcc8cc8fac464976ba6f4664ef0cd
ERR10889337,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10889337/ERR10889337_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10889337/ERR10889337_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10889337/ERR10889337.fastq.gz,c4064e7c45255f1502aadbe5ea7448dd,18e32e7b005d7c084b2ef2302ec71aa5,046e39904e5d2e57845f1e2ed52f7fb3
ERR10889340,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10889340/ERR10889340_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10889340/ERR10889340_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10889340/ERR10889340.fastq.gz,24596155ed1f6b356901441a6a9cf4c7,68d183a6251076adb9da89fa67708073,fe1f9753f197f06b1c49e2a6008e9492
ERR10889343,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10889343/ERR10889343_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10889343/ERR10889343_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10889343/ERR10889343.fastq.gz,688acf420992d87b6be5a9d8a30e8792,cd4fad60499236fb0b302fb79f4684bb,cbd3ff40fb2b50fd33258c9d44c8ac9f
ERR10889344,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10889344/ERR10889344_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10889344/ERR10889344_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10889344/ERR10889344.fastq.gz,0fc67305abaa70cdb5aff84b8313deb8,7179811f0a3720305e2f2823ee31477a,d8ee40b6a2c20f9df17b15320a40ff01
ERR10889349,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/049/ERR10889349/ERR10889349_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/049/ERR10889349/ERR10889349_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/049/ERR10889349/ERR10889349.fastq.gz,cfbe4bbc0a2419ad82f98eba46b46ebf,c1dc3659e234cbba6803db454e178509,f436c242559396d2ebd011fd9550fe9a
ERR10889382,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10889382/ERR10889382_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10889382/ERR10889382_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10889382/ERR10889382.fastq.gz,e36022a0d5723f4c0cedc35b2706c485,8777cb3b279366189527aece259868df,19445d61a4ee4db257e3d2ad142bbab1
ERR10889389,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10889389/ERR10889389_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10889389/ERR10889389_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/089/ERR10889389/ERR10889389.fastq.gz,f28d292f4c0365a3f298f0c6ee6da335,bf87f4bcef47750fc5fa6dcf3ccc9a3a,55a570eacfb28746e409b8c3df32318c
ERR10889392,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/092/ERR10889392/ERR10889392_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/092/ERR10889392/ERR10889392_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/092/ERR10889392/ERR10889392.fastq.gz,ae40cbad18be62f9d20badfd0933e1be,4acf4f2ea08e6615afba5632a3fdc399,fa277603e6dc669277f0a0d7e83f80a0
ERR10889399,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/099/ERR10889399/ERR10889399_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/099/ERR10889399/ERR10889399_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/099/ERR10889399/ERR10889399.fastq.gz,d2002dc18bb8049085e7e60eed793244,9449a3708dee9776868d828cc8a0f7c8,6b4b11b67800afd6a76639f8f88bc2b8
ERR10889415,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889415/ERR10889415_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889415/ERR10889415_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889415/ERR10889415.fastq.gz,2a962ceef1dc05c4f3da6563a123060f,a9f34ff23c3c84d7b9693306f0aafa04,d6fe7098bf0375f84d273b5d18ecdf71
ERR10889416,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10889416/ERR10889416_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10889416/ERR10889416_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10889416/ERR10889416.fastq.gz,83c120fe9b27ccb447bd6ceb9d0790c3,39d6ccbe6b34bde90c8b315792dc075e,f58b27399426b67e156f834870728cee
ERR10889424,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10889424/ERR10889424_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10889424/ERR10889424_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10889424/ERR10889424.fastq.gz,e904e2918ecedcd2e4633c995f405778,9420098984e69fd926542aa0020f8d80,be15eefb3aec4f27f89a3d991adcd9b9
ERR10889432,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889432/ERR10889432_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889432/ERR10889432_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889432/ERR10889432.fastq.gz,8f2ce884d7a27d295879e3cbedcaa8a2,7d25feb38a597b239d4695fd3375b4f8,49e71dfccf90cf399f87eefeca237677
ERR10889435,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10889435/ERR10889435_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10889435/ERR10889435_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10889435/ERR10889435.fastq.gz,1d82afd010f54cc231ecc048acdff7c3,6f8e61b39d441fe7d814059003b8e7dc,6e775e73c809aff5644d1c976098bfa4
ERR10889436,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10889436/ERR10889436_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10889436/ERR10889436_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10889436/ERR10889436.fastq.gz,5b8f9aacdef20760b82174236e1acd10,fcb0106ef869887206b36e4a9bf2f25c,c73a75525258f76fae4dee8877453c00
ERR10889450,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10889450/ERR10889450_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10889450/ERR10889450_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10889450/ERR10889450.fastq.gz,7f8907b1483773f792aab88d549dc88d,766361d59adeec7fb33f89b4fdba123c,9a56398b0fa038e082a910a5ac78eaa0
ERR10889453,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10889453/ERR10889453_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10889453/ERR10889453_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10889453/ERR10889453.fastq.gz,7e45f239b384cfaa2d977f732ad83077,083bd4127b13a1bede0f7520088d80b4,815fef7a77614e2c4a177a4d9896f076
ERR10889465,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/065/ERR10889465/ERR10889465_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/065/ERR10889465/ERR10889465_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/065/ERR10889465/ERR10889465.fastq.gz,87559dc305dfd0094cd99213528e46ef,9c7dffa6572b098933fa8defb4561d6a,4da4dc4082b6b74c09c7cd943661a31c
ERR10889474,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10889474/ERR10889474_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10889474/ERR10889474_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10889474/ERR10889474.fastq.gz,7c52c47a9eaa820a5b2e481836a6ecbf,8cc9c0e211d71e1d8d02a24df6abcf7e,629a6396da9d699919692f5123adda88
ERR10889479,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10889479/ERR10889479_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10889479/ERR10889479_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10889479/ERR10889479.fastq.gz,63d1fa2f8406107b4454b13e94d50ac0,dcb2d16fcbddd60cd8d0691a19da62d1,51a19c6f3efe429d8e877df2aebd2569
ERR10889483,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10889483/ERR10889483_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10889483/ERR10889483_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10889483/ERR10889483.fastq.gz,8ed77cb3369df61f3e54deeaabede01f,94926ee48232ab518b26873d1455c3e2,ed4ae02f789eec7aedf81bc2941f7db1
ERR10889495,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/095/ERR10889495/ERR10889495_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/095/ERR10889495/ERR10889495_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/095/ERR10889495/ERR10889495.fastq.gz,dad6f0e90dcf5295de493f0347a5bfab,5a48ef1104fb088192ecaa537d08e975,b62f703caab001d2087eb9a779abdf01
ERR10889506,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10889506/ERR10889506_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10889506/ERR10889506_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10889506/ERR10889506.fastq.gz,189af6c1227d062ac3ee4499497a2f46,0d27b23aefdb1a649bf92e67a480d759,e7e0c1eda5ad6d5bf2cb9b413f7295a0
